Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 230,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10
Value 231,6,2,0,10,0,170,6,2,0,10,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,2,0,10,0,170,6,2,0,10,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,2,0,10,0,170,6,2,0,10,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,2,0,10,0,170,6,2,0,10,0,170,6,2,0,10,0,170,6,2,0,10,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170,6,0,0,0,0,170
Value 232,7,4,0,10,0,25,7,4,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,2,0,10,0,25,7,2,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,2,0,10,0,25,7,2,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25
Value 233,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25
Value 234,1,5,0,10,0,25,1,5,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,2,0,10,0,25,1,2,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,2,0,10,0,25,1,2,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25
Value 235,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25
Value 236,3,4,0,10,0,25,3,4,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,2,0,10,0,25,3,2,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,2,0,10,0,25,3,2,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25
Value 237,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25
Value 238,5,5,0,10,0,25,5,5,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,2,0,10,0,25,5,2,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,2,0,10,0,25,5,2,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25
Value 239,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25
Value 240,7,4,0,10,0,25,7,4,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,2,0,10,0,25,7,2,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,2,0,10,0,25,7,2,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25
Value 241,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25
Value 242,1,5,0,10,0,25,1,5,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,2,0,10,0,25,1,2,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,2,0,10,0,25,1,2,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25
Value 243,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25
Value 244,3,4,0,10,0,25,3,4,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,2,0,10,0,25,3,2,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,2,0,10,0,25,3,2,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25
Value 245,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25
Value 246,5,5,0,10,0,25,5,5,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,2,0,10,0,25,5,2,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,2,0,10,0,25,5,2,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25
Value 247,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25
Value 248,7,4,0,10,0,25,7,4,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,2,0,10,0,25,7,2,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,2,0,10,0,25,7,2,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25
Value 249,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25
Value 250,1,5,0,10,0,25,1,5,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,2,0,10,0,25,1,2,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,2,0,10,0,25,1,2,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25
Value 251,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25
Value 252,3,4,0,10,0,25,3,4,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,2,0,10,0,25,3,2,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,2,0,10,0,25,3,2,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25
