Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 145,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,10,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5
Value 146,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,1,0,10,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5
Value 147,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,1,0,10,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5
Value 148,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,1,0,10,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5
Value 149,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,1,0,10,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5
Value 150,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,1,0,10,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5
Value 151,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,1,0,10,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5
Value 152,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,1,0,10,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5
Value 153,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,10,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5
Value 154,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,1,0,10,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5
Value 155,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5
Value 156,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,1,0,10,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5
Value 157,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,1,0,10,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5
Value 158,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,1,0,10,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5
Value 159,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,1,0,10,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5
Value 160,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,1,0,10,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,5
Value 161,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,10,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5
Value 162,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,1,0,10,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,5
Value 163,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,1,0,10,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0,5
Value 164,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,1,0,10,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,5
Value 165,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,1,0,10,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,5
Value 166,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,1,0,10,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5
Value 167,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,1,0,10,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,5
