Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 168,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,1,0,10,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3
Value 169,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
Value 170,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,1,0,10,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3
Value 171,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,1,0,10,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3
Value 172,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,1,0,10,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3
Value 173,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,1,0,10,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3
Value 174,5,1,0,10,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3
Value 175,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84
Value 176,7,1,0,10,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3
Value 177,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
Value 178,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,1,0,10,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3
Value 179,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,1,0,10,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3
Value 180,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,1,0,10,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3
Value 181,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,1,0,10,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3
Value 182,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,1,0,10,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3
Value 183,6,0,0,0,0,3,6,1,0,10,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3
Value 184,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,1,0,10,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3
Value 185,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
Value 186,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,1,0,10,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3
Value 187,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,1,0,10,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3
Value 188,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,1,0,10,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3
Value 189,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,1,0,10,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3
Value 190,5,1,0,10,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3
