Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 191,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84,6,0,0,0,0,84
Value 192,7,1,0,10,0,3,7,1,0,10,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3
Value 193,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,10,0,3,0,1,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
Value 194,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,1,0,10,0,3,1,1,0,10,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3
Value 195,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,1,0,10,0,3,2,1,0,10,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3
Value 196,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72,3,0,0,0,0,72
Value 197,4,1,0,10,0,3,4,1,0,10,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3
Value 198,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,1,0,10,0,3,5,1,0,10,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3
Value 199,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,1,0,10,0,3,6,1,0,10,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3
Value 200,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,1,0,10,0,3,7,1,0,10,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3
Value 201,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,72
Value 202,1,1,0,10,0,3,1,1,0,10,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3
Value 203,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,1,0,10,0,3,2,1,0,10,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3
Value 204,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,1,0,10,0,3,3,1,0,10,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3
Value 205,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,1,0,10,0,3,4,1,0,10,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3
Value 206,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72,5,0,0,0,0,72
Value 207,6,1,0,10,0,3,6,1,0,10,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3
Value 208,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,1,0,10,0,3,7,1,0,10,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3
Value 209,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,10,0,3,0,1,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
Value 210,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,1,0,10,0,3,1,1,0,10,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3
Value 211,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72,2,0,0,0,0,72
Value 212,3,1,0,10,0,3,3,1,0,10,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3
Value 213,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,1,0,10,0,3,4,1,0,10,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3
